t,feature1,feature2,feature3,feature4,exog,target
26,0.47383674416024013,0.8150958544405421,0.7860893229633973,0.24242628990883963,1.8328429210729747e-303,0.8851354931238211
27,1.040469234843127,0.2952429765403912,1.0326238281498212,0.6927720703266845,7.67741711310664e-302,1.5174470673190055
28,0.3634315496712418,-0.7947048076158142,0.9424076972457702,0.549378639660618,3.183919519767269e-300,1.0848021033927675
29,0.34064577689993103,-1.4830445154516205,0.3859575976693604,0.46980363929235003,1.3072723687206647e-298,1.6057126469372343
30,0.023576189300356154,-1.5768724338329427,0.3347099171919038,0.6336030681065057,5.314068364454539e-297,1.0616441142937223
31,1.1070448803970923,-2.55125487190746,0.1590955572702238,0.8090423069222967,2.138677240991096e-295,3.3617252131169924
32,0.0522249020794544,-2.218589929469121,0.3632183640308383,0.7401663182008423,8.521585654802699e-294,2.20797751736853
33,-0.5675113154819806,-2.5219484774401137,-0.17759785541065098,0.484305239731588,3.3616510837550064e-292,0.8329053744678634
34,0.3016183511195551,-2.6339828301188155,0.8974327486355933,0.8284917827185241,1.3129310245996127e-290,2.453201093737557
35,-0.7625348575758182,-2.844784763015598,0.13115442182410314,0.5724824915848072,5.076778811646039e-289,1.2658296900719879
36,-0.060142703954999696,-1.9556399306892447,-0.5225188925571376,0.7633366237928572,1.943531700638663e-287,1.6853038386842432
37,-1.125888518796431,-1.9120801699573078,0.2753874350949583,0.6793299865045731,7.366345261853843e-286,-0.12662418754513188
38,-0.7601464813057582,-1.6829250696331546,-0.8025743991175771,0.7162267496528749,2.764200666490411e-284,0.5239779488147596
39,0.0838561164771845,-1.7545193785195778,-0.0894364191032091,0.933248595008102,1.0269377516870056e-282,2.0160302768702536
40,0.46712025740739793,-0.489116163608887,-0.7786675811193002,0.5919612560368205,3.7772499723621246e-281,1.2431453844792522
41,0.3260300356629457,0.392398541239526,-0.5767225928509199,1.2090390148553867,1.3755120177276733e-279,1.1369792557717278
42,0.3535200078018499,0.5939180080889161,-0.05022136073103951,0.4757827861411007,4.959182682172746e-278,1.0414367879131097
43,0.45842166665377637,0.06053882457463128,0.41853948678407693,0.7404664633490285,1.7701614539569123e-276,1.0926974097119868
44,0.0916447929589086,-0.026491738550190824,0.4037459866576802,0.9540423779883482,6.25565382201657e-275,0.988068327959078
45,0.7145073912176989,0.10700611965806683,-0.12717224947401573,1.016862833287062,2.1887168970494395e-273,1.329208751203328
46,1.1061732663166743,-0.6497956690963277,0.5985521463142007,0.899904855885659,7.581646461708763e-272,2.5872326321101906
47,2.1423120077401023,-0.6771925119954277,0.0060648866309124805,0.9285218593996916,2.6001267696240435e-270,4.089343179408422
48,2.0744293704545207,-1.0182258975645244,0.6567038996222052,1.0421100170655233,8.828411570933773e-269,3.6889050096996865
49,1.3178134551900238,-1.3790793182996217,1.1243879977823852,0.9337861045084639,2.9677524705126523e-267,3.253914307827008
50,2.662041984697397,-2.2491845308502896,1.4395148667459887,1.2786362515869811,9.877108721519891e-266,6.427966703907701
51,2.6081253269204505,-2.6818251872916923,1.5176552958781073,1.1878698228463205,3.2545357651721505e-264,6.483427451093851
52,2.7589187741767303,-3.1789350197515236,0.9965410249768781,1.214564870201127,1.0617085577577256e-262,6.357935865949408
53,3.6920872497897905,-3.325731807762471,1.9728828835330319,0.8667686553259166,3.429088095430422e-261,8.078155596882802
54,4.179007109451405,-3.162115547128801,2.4334875767037225,1.0641223151188595,1.096500975420552e-259,8.732723263631266
55,4.391210564143045,-2.8561641907907047,2.0357806005760257,1.0399068102558593,3.4713344420261213e-258,8.975480581555885
56,3.749485450246058,-2.4356445747901847,2.842560443934459,0.918879724862107,1.0880301935461606e-256,7.7633621482946715
57,4.236420297625971,-2.5932236032628406,3.384083493881719,1.2120328367891535,3.3763113819684263e-255,9.14938453657574
58,4.754287566705813,-1.4841434482322122,3.2725385460992187,1.0524708484440366,1.0372921549628645e-253,9.433979734484602
59,5.247426668493219,-1.5741777948478568,2.920452217845594,1.3110807659700474,3.155126301911442e-252,9.506785848932086
60,4.662525913667661,-1.087271880398227,3.452626890350812,0.9859616874211337,9.501440650208042e-251,8.333416611713702
61,4.921745013125469,-0.9634404415057405,3.736857972488148,1.5638081225683642,2.8328216049867014e-249,9.290301251013416
62,4.542885969853529,-1.2317318343573274,4.179263963014586,1.0607334682815877,8.361920750215328e-248,8.495137019980412
63,4.547950144816209,-0.1371186795411719,3.6241543084444547,1.3038604674400873,2.443711449604341e-246,8.618565743747416
64,5.570837412654476,-0.2247749513139272,3.634501948664222,1.4383718620776136,7.070511862679385e-245,9.33455226020254
65,5.830233046875719,-0.7180244242999031,3.6986274181506715,1.1858719139599776,2.0253908424401308e-243,9.654775621795403
66,5.073649044141872,-0.9301828221723786,3.9893467301824157,1.4904937286865902,5.744125024157209e-242,9.034866146921242
67,5.540422299950042,-1.2129483166300323,4.460350256280268,1.0941632804399168,1.6128574371371747e-240,10.255496206220052
68,5.1218444980753945,-2.316813738145894,4.709239260950085,1.6504235398365121,4.483582170578783e-239,10.835450046691923
69,4.4965343345548145,-2.505875088668807,4.19746378633687,1.3828298529931518,1.233989149608626e-237,9.397126354872787
70,4.856268307339153,-2.5808589040197556,4.178471740650694,1.2807177184062242,3.3624404663242076e-236,10.1168638139002
71,5.282525631436414,-3.597009889189381,4.437978530086237,1.360163645514513,9.070994874542177e-235,10.771975864668123
72,4.318336085814381,-3.427472864074566,3.637693226928412,1.6017838538785438,2.4227705982455767e-233,9.870304182430289
73,4.929701602236714,-4.084642242937534,4.211386025689144,1.3431089416299122,6.406586921707705e-232,11.12698484348618
74,2.6407939150837354,-3.5542428848282848,4.0794139060443335,1.3301284621154446,1.6772515668267928e-230,8.376552857763764
75,4.160951252187613,-3.577066287524806,3.81828125316307,1.4556926804832524,4.3473714088696205e-229,9.454433011924916
76,3.59285706699048,-3.794259507431813,4.098792380596328,1.2846075774460064,1.1156098461853876e-227,8.743220652657703
77,3.2031165504373567,-2.6028481117215816,2.2232431492374602,1.9041087815883633,2.834359851233339e-226,7.358993746087101
78,3.209631282898397,-2.7523274919594836,3.37556589262072,1.4467210817570555,7.12942807022575e-225,7.464914598837517
79,1.9927081944961225,-2.3359164456393957,2.8245799299774945,1.7463233572360808,1.775462283924937e-223,6.546055230162933
80,2.714593551496298,-1.620690932924414,2.8025995720446604,1.6418940167295546,4.377491037053051e-222,6.964884250585969
81,2.8594620738984973,-0.9946857329327827,2.5957770002883276,1.4230931899036066,1.0685531655093541e-220,6.158706934870371
82,3.2979205368191824,-1.4092063019689665,1.2007526148794676,1.6388090581574541,2.582403252784188e-219,6.796884295731948
83,2.202209039859145,-0.9838283434950954,1.948237548855638,1.8168005558621498,6.178869745687398e-218,5.324190776747862
84,1.9860990936213672,-0.9171831703424854,2.250400508680248,1.6423477329827387,1.463696638177876e-216,4.954898936800918
85,2.097008445617425,-1.0256944749854982,2.7003362260884574,1.9386225891702056,3.432813154578963e-215,5.469085836870606
86,2.79312655739366,-1.4973475707566721,1.7504495341073372,1.9243030785563728,7.97088074097481e-214,6.204235082545521
87,2.5183220979733,-2.0778384336662588,1.8326734328558265,1.9237829709316658,1.8323967469454643e-212,5.884066563669503
88,2.1390664412599376,-2.6963270472745413,1.2873863836862152,1.6680686455454006,4.170515773020078e-211,5.946554992315118
89,2.742059215099301,-2.921316120551006,2.2632188332159604,1.5640315104437026,9.397602670949432e-210,7.031270147982528
90,2.646425742083713,-3.7407800115019847,1.651061833301209,1.6772824789274412,2.096531758288517e-208,7.478309583194701
91,3.2246683903344042,-4.697128207286984,1.863195612104784,1.8592481881333442,4.6306597046859666e-207,8.762688018240313
92,2.560317602057292,-3.9845723024772544,2.1747556291910404,1.9491573427064712,1.0126079754914656e-205,7.648625785055321
93,2.9451424411495366,-4.006487249224653,2.201062588071794,1.4256857190479106,2.192284309204652e-204,7.555110408474201
94,3.134851711576544,-5.003051610220893,2.4069581201495702,1.87837735967765,4.699043469073907e-203,9.062946390905099
95,2.842672021348994,-4.46929305424854,2.304147067977384,1.931617845064637,9.971927325624806e-202,8.588044746148965
96,3.984552790328856,-3.723973684358601,2.5644588857314,1.8644911487368896,2.0951050426422735e-200,9.003773220093011
97,4.24427853072059,-2.9350212771452284,2.624590229863613,2.1982547678031756,4.358023368908062e-199,9.469003558663735
98,4.4051769539915195,-3.125711906617452,2.2482341677065074,2.044356014850174,8.974915379079808e-198,9.561895251696864
99,4.582039966183819,-2.9112415969038214,3.3036136893221113,2.2420383816161795,1.8299036584777904e-196,9.920645825337566
100,4.2923146289747915,-2.3357306244251492,3.254044310979002,1.9568078959299535,3.693883068487256e-195,9.047242289495008
101,5.090343805745927,-1.5268140120169384,3.6952526949973583,2.207495498501385,7.382358251477209e-194,10.11703215568505
102,5.426022516066325,-1.8982490100128082,3.9955281518118397,2.367013278905504,1.4607104805252618e-192,10.565270675758077
103,5.485110470758545,-1.8420899004445637,3.6479738151756704,2.3223386898545324,2.861476799022848e-191,10.87719022872025
104,6.082864492370427,-1.790651177096267,3.92635455063526,1.8615716813142535,5.549749334939895e-190,10.978863782178594
105,6.6275959329922145,-2.119624739642055,4.4131014763076815,2.0492647844915237,1.0656474789409871e-188,12.743472010952996
106,7.612187162462644,-2.1134789425414047,4.129460067855106,2.050967058910041,2.0258664445139357e-187,14.191521252475576
107,6.978315391967498,-2.0803265444003936,4.980769656131478,2.2378509070152655,3.812985163688232e-186,12.922750853853964
108,7.217431046365411,-2.9511261991451216,5.39219742896628,2.297270711002907,7.105202746507849e-185,14.356823803126515
109,7.222431147048954,-3.622865336102794,5.715786462063683,2.0122214651948527,1.3108255255380073e-183,14.317483617117684
110,6.442727424940786,-4.106681688580971,5.350295544791526,2.2135677027833878,2.394254760948756e-182,14.197183785081846
111,7.50131756373277,-4.8896803048476,5.717317057743577,1.816014533568773,4.3296509420356726e-181,15.11394873325789
112,7.626168561827057,-4.4506073105804065,5.717772968210999,2.5283890011603782,7.751619830573773e-180,16.02292417616569
113,8.877674513099187,-4.901018860654353,4.912286552868868,2.1575251518646614,1.3740074912526054e-178,16.80710626949764
114,7.568394019066816,-4.948315853635532,6.078849796856653,2.2911727879688994,2.411253056749137e-177,16.02432782865288
115,7.802886703757113,-3.8084415724820975,6.151229571249748,2.238070057202388,4.189416482625785e-176,15.366362273995172
116,7.592298220079417,-4.420094090150454,7.0632857840836465,2.549205515002683,7.206449341445267e-175,16.619277633589636
117,6.954316832194265,-4.377807233087289,5.90355691522178,1.772498711720524,1.227287170293369e-173,14.322942296446692
118,8.012437892809091,-3.8598572977817383,6.452050788289004,2.356677931534818,2.0693221460449138e-172,16.326923995229475
119,7.695060728200766,-2.948307001776061,6.404919998681193,2.3588362485004604,3.454355833005813e-171,15.112981039850656
120,7.571086478106474,-2.8468805689323675,5.466741168986105,2.3092727224816634,5.709040105864101e-170,14.562277776879137
121,6.558813620806061,-2.970760331256604,6.287516930816309,2.7652453091271263,9.341490378914112e-169,14.148037804656786
122,7.537646260837407,-2.0286910759028816,6.254290115643013,2.262534108228846,1.5133044283593438e-167,14.11933267906636
123,5.946454242933571,-2.4027755241111857,5.985263306535782,2.6143592354471323,2.4271325257330272e-166,12.864677327476569
124,6.744095014028748,-1.6838387875763934,5.219171456512202,2.551250557741217,3.854053443863153e-165,13.435861631710388
125,7.3452278129049935,-2.1096117374500416,6.17804763901486,2.7523038505071034,6.058973183256686e-164,14.244443733167119
126,5.554065370306047,-2.884476606037468,4.375292176845398,2.3865621830444987,9.430557842285551e-163,12.1678178498412
127,5.5694713608689055,-2.783425173420728,5.658936476193532,2.3934062201752484,1.4532247680729701e-161,12.741808971741545
128,5.7135765771744635,-3.627693327921709,5.890718355189864,2.77921398149548,2.2170998590486895e-160,13.08979852177675
129,5.23475482473847,-3.891327182928252,4.360953667332402,2.6650642616660223,3.3488428861381966e-159,11.789912168015125
130,4.549097779881989,-4.4737184627179545,4.437730257850835,2.2910125306646485,5.0079657066127925e-158,11.612537558146277
131,5.21518727554564,-5.274630058735871,4.563347132743675,2.5121389971073462,7.414553018508121e-157,12.842616660138841
132,4.527821657585367,-5.508605193419792,3.841563599101791,2.7172765307696123,1.0868401128992081e-155,12.737849082082661
133,5.19814036431356,-5.1686794562761635,3.9382658693962385,2.827552844309318,1.5772603938093974e-154,12.904011711866938
134,4.430633777951059,-5.5946044791903065,4.180414946890635,2.544153869361409,2.266199775915156e-153,11.885937085954142
135,5.622854169918463,-5.48746838180816,3.710857752157769,2.117148802036612,3.223666022005199e-152,12.662105441972274
136,4.4437988523745044,-5.396256736464967,4.348822245565657,2.824644637147407,4.5400323387246114e-151,12.614064296685083
137,4.692915785040619,-4.625190198380695,3.3402745308487876,2.495935862011205,6.330308949169713e-150,11.318522784599262
138,5.310705151828292,-3.7131925431471213,4.592977715741816,2.356532240375518,8.73872195095427e-149,12.10067400247994
139,4.369993340325645,-4.213100588811369,3.501510863719845,2.213534815003172,1.1943400376993643e-147,11.008671901201499
140,5.211616934711757,-3.4735958550918706,3.9236867830757944,2.9627961720395484,1.616088413820251e-146,11.836252362787983
141,5.893917272209174,-2.715610771136773,3.8231186373923345,2.845723490080993,2.1650069619502617e-145,12.209542438724654
142,4.607602531715358,-2.928352173649158,3.4761758122122624,2.7948687238575496,2.871511321813918e-144,10.628042250886358
143,5.701290443714575,-2.6666207595745677,4.0487294166126135,3.137804872592552,3.7706725890933016e-143,12.46247351911689
144,5.960847185266834,-3.1645461788857214,4.801586407894171,3.0074649366046144,4.902122615468059e-142,13.254827649085632
145,6.465340931303707,-2.905134028002146,3.7800908628459267,3.223260008544383,6.30966891416096e-141,13.203773766108727
146,5.718017296357527,-3.4064233168411997,4.419507176007254,2.6414529055666005,8.040555012071177e-140,12.541389368482228
147,5.953522588088509,-3.472011083237312,4.626242975378259,2.933089875209207,1.0144310628962928e-138,13.019560154989298
148,7.163591008478741,-3.8918341656105038,5.150139671331501,2.636657325010397,1.2671152158787356e-137,14.393841983504837
149,7.347825869487985,-3.9702901928593333,4.39508539162298,2.9341235336289064,1.5669918152831506e-136,15.088766046510047
150,7.625246425172937,-5.045248355942224,4.931214809561233,2.9502768292466643,1.918555668934785e-135,16.782781956319937
151,7.973890571877094,-5.522984167263952,5.657031366693504,3.1453227274526143,2.3256220559408e-134,17.081881900297798
152,7.757367413540461,-5.857224953251353,5.29686305172606,3.04911277622838,2.7910069960630512e-133,16.844391119368844
153,8.502375953949858,-6.1836175893937195,6.025232728813989,3.184681427655983,3.3161927677835183e-132,18.291173457767723
154,8.810043584852773,-5.992626726519835,6.1714036933328815,3.220688026627779,3.9009974436344595e-131,19.108048967324763
155,8.568394795571761,-6.05499426587727,5.87963876774018,3.5309857354766283,4.543270750163927e-130,18.87316147240112
156,10.101981467429754,-5.659181669779277,6.554415435515373,3.0569406689427754,5.238640872572158e-129,20.231950097524425
157,9.627942946007469,-4.956990657376355,7.069916562248813,2.9517954598667244,5.980337450571489e-128,19.146543657949316
158,8.993004102402706,-5.233912788503957,7.120444002107055,3.2092167230632818,6.75911458710693e-127,19.05429494046472
159,10.087930909248954,-4.150877146196374,8.1442220687168,3.0195439945720914,7.563294005010847e-126,19.49802636430301
160,9.414772197476646,-3.685727171891738,7.581053679162828,3.4963921536873075,8.378942533819369e-125,19.032086889410515
161,10.408116803328605,-3.7746974958587187,7.2855841209563055,3.1633563922109538,9.190190123658751e-124,20.144599100266124
162,10.675351246360245,-4.141016225978026,7.978526665355365,3.126884726425202,9.979685045533743e-123,20.299901464868796
163,9.735712297680688,-3.5846788945778174,7.392897684148688,3.1657368557697767,1.0729172551742839e-121,18.547081483612935
164,10.64626256607954,-3.056729756473322,8.095620909016288,3.4236834846943283,1.1420172912050825e-120,20.71821110358044
165,10.35850349605856,-3.6404865758541005,8.189915235737852,3.268450603353703,1.2034725377003785e-119,19.99484976557409
166,10.520684184929282,-4.250070707028315,7.710585096832662,3.191666635973924,1.2556157205943784e-118,20.834048483830085
167,10.987052342331003,-4.519162558309736,8.54862075084766,3.6730703835247063,1.2969832272565818e-117,21.840358615030052
168,9.818332427550143,-4.595863973128564,8.26747806284387,3.18876603186765,1.3263832541789675e-116,20.03005829929981
169,9.442226129678634,-5.183139215004502,8.333353962353955,3.3871132148065985,1.3429528209273925e-115,20.276399529772256
170,9.230813289772184,-5.890817937657214,8.600492661725447,3.530461230322046,1.3461998461573202e-114,20.25778697921263
171,9.105602205720716,-6.3307703857830075,7.9763151803771075,3.093732977916585,1.3360274232936918e-113,20.121073178075807
172,9.297698250662307,-6.6330676884377,7.290354519753591,3.536052100281185,1.3127386247965828e-112,20.414009967508427
173,9.317955761738038,-6.954390756900063,7.539856214586443,3.24897846490391,1.2770215026680832e-111,20.248260746471487
174,9.089011866793626,-6.209559172717511,7.0840383607912285,3.6445565561668003,1.2299153210492879e-110,20.11859929983403
175,9.163591624518022,-6.663069983598964,7.287671553059239,3.307469797616205,1.172760333284856e-109,20.145457077072667
176,8.555834478810349,-5.94457240641252,7.161007571267295,3.6585538063697722,1.1071344894342347e-108,19.212028062852273
177,9.079387264248947,-5.495875102481999,7.170929064057774,3.7611666132589425,1.0347812413437613e-107,19.330929750468055
178,8.031422478011665,-5.232456749475678,7.525935791310013,3.732287305126561,9.575330422580143e-107,18.877576563740842
179,9.346577235091381,-5.222326808350492,6.94779320073707,3.6302633296476206,8.772351938008602e-106,19.932604634083948
180,8.137263169297558,-4.559742664992715,7.459194233804765,3.55373981141406,7.9567438919514e-105,18.26110372891604
181,7.2523270099344845,-4.3465356196786695,6.529566491596119,3.5047160847330314,7.145156855856618e-104,16.284208228947648
182,7.023527265417868,-4.375570314494486,7.2565278223670315,3.934206938163421,6.352507846413153e-103,16.191376026008314
183,7.702580356617566,-3.9050245139330073,6.443652690572535,3.5201009559664715,5.5915950054278515e-102,17.21351809645328
184,7.27861450240504,-4.399540057789598,5.645821782124095,3.472586785286001,4.8728524552555606e-101,16.044871647707886
185,7.70488721445574,-3.877322340625966,5.884936793142103,3.8330737870065663,4.204243584226447e-100,16.384744491077885
186,7.572044310829396,-4.689665226529353,5.922706556008791,3.560772639362701,3.5912822068092818e-99,16.88691625121523
187,7.31753208681502,-4.907382185179418,6.001631139801855,3.549987300506775,3.037164064224849e-98,16.961247617962147
188,6.9805496841092545,-5.363063619616097,6.342500545586346,3.4712791475660474,2.5429863364379356e-97,16.554478247405896
189,6.728001886199691,-6.02483077757614,6.423559489006735,3.683418032107897,2.1080303337971178e-96,17.219889698445346
190,7.374629491376182,-6.243130167463724,5.772088350926117,3.7834569952207016,1.73008220968259e-95,17.87758870870965
191,8.168545292229696,-6.963194159225359,5.726904179203436,3.86861834553214,1.4057680868391292e-94,18.656051003544103
192,8.01839102106107,-6.854151054487381,5.838731876267522,4.030261248859897,1.1308829976627965e-93,18.689098450976807
193,7.4861041250924245,-7.681461605624538,5.776175257714207,3.9653795847331588,9.006970174618263e-93,18.965698874868455
194,8.417496251068213,-7.256258005694419,6.227828184277286,3.841825556089364,7.102264298215359e-92,18.821375698528843
195,8.76708818527947,-6.584695143118076,6.038710810067304,3.860360864724056,5.544622590477945e-91,19.544223129590474
196,8.394563933696,-7.209819360041842,6.1314257058462065,4.022031493783037,4.285526703468129e-90,19.238111303959517
197,9.190613447603406,-6.7555934092162,6.357366959242855,4.1945140325857135,3.279393082540841e-89,20.41823264873089
198,9.431724584893292,-5.9777776640223905,6.939206737635992,3.98526283989664,2.484504582440488e-88,20.38045675655867
199,9.127848383956081,-5.638966179953198,6.803113784364593,3.886173829157918,1.8635591550234816e-87,19.670891649503343
200,10.17889368017414,-5.175672662311631,7.389525865448708,3.8014267997828908,1.3838965267367375e-86,20.771206743989673
201,10.581058730312723,-4.792520798717097,7.630468640751468,3.7309589471175553,1.0174688234161733e-85,20.907498579999757
202,11.138905395917345,-4.514043315706913,7.346736678325036,4.173253934408705,7.406203778867536e-85,22.622658269986676
203,11.413150131386809,-4.269422345862619,8.39888810680199,4.175595704727912,5.337369371298741e-84,23.10014440246048
204,10.474672664224887,-4.522882523363101,8.274383708102418,4.1954727050213325,3.8081663925603395e-83,21.18130134176674
205,10.956657984627384,-4.906003453549998,8.77572528904217,4.074268110729588,2.6900579025827694e-82,22.928504472201507
206,11.926611845461705,-4.948507926979015,8.975988216055283,4.401386949178351,1.881327463938644e-81,23.83256547444656
207,12.147919461007682,-4.997765501472696,8.545776493752431,4.043176301083036,1.3026394242903915e-80,23.863452904351448
208,12.346179694157055,-6.087840104994701,8.94540610538092,4.351053847441441,8.929786911572053e-80,25.07303764337759
209,14.1860198502594,-6.839518076866109,9.631534540233066,4.172251421002091,6.060591723908283e-79,27.70219988484945
210,12.687558287936891,-6.687014107120214,9.955034302184133,4.078329847064133,4.0723586257611754e-78,26.369278726696784
211,13.082357321547677,-7.456837411424687,9.641335581850369,4.338506061463552,2.7091562878901468e-77,27.104185667649656
212,13.073054338603146,-8.367341107528768,11.682260702517748,4.321927223736799,1.7843463550857145e-76,28.263357781498122
213,12.971749082509444,-7.623441198405384,10.454694354691966,4.331394551853385,1.1635399829534604e-75,26.962640713088575
214,12.506939879137207,-8.054770335344521,10.613010256687291,4.29625568441124,7.511739530734717e-75,26.825694633818408
215,13.03159764283694,-7.793533827526811,10.81480325263673,4.292421383656634,4.801277241771782e-74,27.15223970285412
216,12.223241497663254,-7.410125863489458,10.046074624472002,4.797674398574088,3.0382961507319066e-73,26.49443430860479
217,12.42024654763403,-7.0951200141250155,9.900662276057234,4.5768513290392345,1.9035332957895436e-72,25.96642902870088
218,12.19834471163703,-6.519114473778376,10.278217422133162,4.5045653789971025,1.1807226845824186e-71,25.734296918627134
219,12.36003128155054,-6.4234866257060315,9.922889062882073,4.402359831640678,7.250907950457497e-71,26.147967576668684
220,13.332899787921702,-5.726929952640864,9.726169090186795,4.601431440119335,4.408531331463227e-70,26.90689723312529
221,11.079874751907553,-5.6171409410365625,9.910174799177122,4.52359895527829,2.653704291003857e-69,23.787040387045867
222,12.179379200556612,-5.082816612009198,10.162132254039776,4.445240950554807,1.581496287947995e-68,24.815341157034783
223,10.841021838734882,-5.0177220532455715,10.805360410354163,4.399287134946817,9.331272714938421e-68,23.98546696185994
224,11.214700534233893,-5.526459731055034,8.920650006258343,4.463816532467463,5.450930475734404e-67,23.622674891051865
225,11.794475298483684,-5.107831522311931,9.54592869226514,3.865914852824389,3.1525171551450254e-66,23.64423920748775
226,11.081473542419127,-5.911069070874056,8.503447277762834,4.562120167859529,1.8051002629936472e-65,23.011467286898053
227,10.313747836705643,-5.9253127424569065,9.22168420844645,4.442304783977928,1.0232983069539928e-64,22.84813404713347
228,10.306099040000667,-6.537863787059516,9.591450039568015,4.878533999656577,5.743283267428818e-64,23.79038806759818
229,10.826291526263915,-6.595704182426369,8.857374930059793,4.583868814162351,3.191356149267599e-63,23.51113502555599
230,9.959246179556482,-7.68617810261787,8.167416360211336,4.362207316093008,1.7556880978548265e-62,22.970674768929552
231,10.289135082933608,-8.125518101074059,7.839717657378258,4.610023969174376,9.562611494353329e-62,23.476104813063625
232,10.081759434400329,-8.321366125490874,8.446862737274245,4.4307757829874985,5.156591326842038e-61,23.51600941981616
233,9.63554397519306,-8.568621636400795,8.349680761073131,4.754681483142494,2.7529984761497396e-60,22.62562847743245
234,10.962317939730626,-8.254189308975727,7.975216952146394,4.738189472867897,1.4551450402016292e-59,24.54758010381343
235,10.164846478568698,-8.851267025366534,8.10330351176448,4.891567926221653,7.61489029373637e-59,24.464805733285726
236,8.82285420521382,-8.425824688404077,7.909923974793489,4.5618236416610864,3.9452822052174555e-58,21.81074523170922
237,9.947173700528172,-8.072610794532503,8.518869818184042,4.7468016192456295,2.0237159358081443e-57,23.526241888563458
238,9.573053310759263,-7.0468577413280045,8.168819277811176,4.486995640914673,1.0277277534252785e-56,21.897418065465086
239,10.411642165940734,-6.379656702760512,7.245866471673188,4.9202989563849435,5.167299960060525e-56,22.772452981811757
240,9.70162659819334,-6.51219645765494,7.960238824803988,4.903774236088024,2.572209372642415e-55,22.10105032834733
241,10.182977674334513,-6.189923454718398,8.232123259740765,4.919161004205514,1.2676694230770895e-54,22.388016826668018
242,10.663837788486202,-5.883444107341489,7.995593880976948,4.840323806271388,6.185328486824212e-54,23.312901467668627
243,11.041851111533482,-5.45376880766703,7.9730469845314484,4.942954578157758,2.9879723742985304e-53,23.45044922102307
244,10.230757584614734,-6.12403406069883,8.111821791988318,5.200867821661719,1.4290500583705025e-52,22.655193700737062
245,10.907178877494577,-5.9621154623439985,8.685454261756297,4.842981148591598,6.766675675168404e-52,23.67948893194186
246,11.09901999621609,-6.057720748405105,8.921742319566635,4.947729036742017,3.1721983574449105e-51,24.146787298894548
247,11.287086278343786,-6.617401830959306,8.037974828269787,4.722774740163718,1.4723205222487035e-50,24.228767252513997
248,12.785347345810834,-7.191175496100304,8.77154238048753,4.786347807680333,6.765524179769529e-50,26.007905761405905
249,12.401824388351862,-7.446845457694773,8.507635706693215,4.999562658618662,3.0779218637628573e-49,26.555026646659236
